upstox_id,tradingsymbol,instrument_type,exchange,symbol,name_of_company,date_of_listing,isin_number,face_value
NSE_EQ|INE144J01027,20MICRONS,EQUITY,NSE_EQ,20MICRONS,20 Microns Limited,06-OCT-2008,INE144J01027,5
NSE_EQ|INE253B01015,21STCENMGM,EQUITY,NSE_EQ,21STCENMGM,21st Century Management Services Limited,03-MAY-1995,INE253B01015,10
NSE_EQ|INE466L01038,360ONE,EQUITY,NSE_EQ,360ONE,360 ONE WAM LIMITED,19-SEP-2019,INE466L01038,1
NSE_EQ|INE748C01038,3IINFOLTD,EQUITY,NSE_EQ,3IINFOLTD,3i Infotech Limited,22-OCT-2021,INE748C01038,10
NSE_EQ|INE470A01017,3MINDIA,EQUITY,NSE_EQ,3MINDIA,3M India Limited,13-AUG-2004,INE470A01017,10
NSE_EQ|INE105C01023,3PLAND,EQUITY,NSE_EQ,3PLAND,3P Land Holdings Limited,19-JUL-1995,INE105C01023,2
NSE_EQ|INE618L01018,5PAISA,EQUITY,NSE_EQ,5PAISA,5Paisa Capital Limited,16-NOV-2017,INE618L01018,10
NSE_EQ|INE111B01023,63MOONS,EQUITY,NSE_EQ,63MOONS,63 moons technologies limited,20-JUN-2005,INE111B01023,2
NSE_EQ|INE619I01012,A2ZINFRA,EQUITY,NSE_EQ,A2ZINFRA,A2Z Infra Engineering Limited,23-DEC-2010,INE619I01012,10
NSE_EQ|INE0D0U01013,AAATECH,EQUITY,NSE_EQ,AAATECH,AAA Technologies Limited,28-NOV-2022,INE0D0U01013,10
NSE_EQ|INE883F01010,AADHARHFC,EQUITY,NSE_EQ,AADHARHFC,Aadhar Housing Finance Limited,15-MAY-2024,INE883F01010,10
NSE_EQ|INE087Z01024,AAKASH,EQUITY,NSE_EQ,AAKASH,Aakash Exploration Services Limited,29-SEP-2020,INE087Z01024,1
NSE_EQ|INE198H01019,AAREYDRUGS,EQUITY,NSE_EQ,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,06-AUG-2021,INE198H01019,10
NSE_EQ|INE721Z01010,AARON,EQUITY,NSE_EQ,AARON,Aaron Industries Limited,06-NOV-2020,INE721Z01010,10
NSE_EQ|INE01C001018,AARTECH,EQUITY,NSE_EQ,AARTECH,Aartech Solonics Limited,10-JUL-2023,INE01C001018,10
NSE_EQ|INE767A01016,AARTIDRUGS,EQUITY,NSE_EQ,AARTIDRUGS,Aarti Drugs Limited,19-SEP-2003,INE767A01016,10
NSE_EQ|INE769A01020,AARTIIND,EQUITY,NSE_EQ,AARTIIND,Aarti Industries Limited,08-FEB-1995,INE769A01020,5
NSE_EQ|INE0LRU01027,AARTIPHARM,EQUITY,NSE_EQ,AARTIPHARM,Aarti Pharmalabs Limited,30-JAN-2023,INE0LRU01027,5
NSE_EQ|INE09EO01013,AARTISURF,EQUITY,NSE_EQ,AARTISURF,Aarti Surfactants Limited,14-JUL-2020,INE09EO01013,10
NSE_EQ|INE09EO04017,AARTISURF,EQUITY,NSE_EQ,AARTISURF,Aarti Surfactants Limited,14-JUL-2020,INE09EO01013,10
NSE_EQ|INE273D01019,AARVEEDEN,EQUITY,NSE_EQ,AARVEEDEN,Aarvee Denims & Exports Limited,21-NOV-2006,INE273D01019,10
NSE_EQ|INE754X01016,AARVI,EQUITY,NSE_EQ,AARVI,Aarvi Encon Limited,24-JUN-2020,INE754X01016,10
NSE_EQ|INE216P01012,AAVAS,EQUITY,NSE_EQ,AAVAS,Aavas Financiers Limited,08-OCT-2018,INE216P01012,10
NSE_EQ|INE421A01028,ABAN,EQUITY,NSE_EQ,ABAN,Aban Offshore Limited,29-MAR-1995,INE421A01028,2
NSE_EQ|INE117A01022,ABB,EQUITY,NSE_EQ,ABB,ABB India Limited,08-FEB-1995,INE117A01022,2
NSE_EQ|INE358A01014,ABBOTINDIA,EQUITY,NSE_EQ,ABBOTINDIA,Abbott India Limited,08-JAN-2010,INE358A01014,10
NSE_EQ|INE674K01013,ABCAPITAL,EQUITY,NSE_EQ,ABCAPITAL,Aditya Birla Capital Limited,01-SEP-2017,INE674K01013,10
NSE_EQ|INE647O01011,ABFRL,EQUITY,NSE_EQ,ABFRL,Aditya Birla Fashion and Retail Limited,17-JUL-2013,INE647O01011,10
NSE_EQ|INE251C01025,ABMINTLLTD,EQUITY,NSE_EQ,ABMINTLLTD,ABM International Limited,09-SEP-2021,INE251C01025,10
NSE_EQ|INE404A01024,ABSLAMC,EQUITY,NSE_EQ,ABSLAMC,Aditya Birla Sun Life AMC Limited,11-OCT-2021,INE404A01024,5
NSE_EQ|INE012A01025,ACC,EQUITY,NSE_EQ,ACC,ACC Limited,20-NOV-1996,INE012A01025,10
NSE_EQ|INE793A01012,ACCELYA,EQUITY,NSE_EQ,ACCELYA,Accelya Solutions India Limited,01-DEC-1999,INE793A01012,10
NSE_EQ|INE648Z01023,ACCURACY,EQUITY,NSE_EQ,ACCURACY,Accuracy Shipping Limited,11-DEC-2020,INE648Z01023,1
NSE_EQ|INE731H01025,ACE,EQUITY,NSE_EQ,ACE,Action Construction Equipment Limited,26-SEP-2006,INE731H01025,2
NSE_EQ|INE543V01017,ACEINTEG,EQUITY,NSE_EQ,ACEINTEG,Ace Integrated Solutions Limited,04-NOV-2022,INE543V01017,10
NSE_EQ|INE128X01021,ACI,EQUITY,NSE_EQ,ACI,Archean Chemical Industries Limited,21-NOV-2022,INE128X01021,2
NSE_EQ|INE666E01020,ACL,EQUITY,NSE_EQ,ACL,Andhra Cements Limited,10-MAY-2023,INE666E01020,10
NSE_EQ|INE152B01027,ACLGATI,EQUITY,NSE_EQ,ACLGATI,Allcargo Gati Limited,10-OCT-2006,INE152B01027,2
NSE_EQ|INE931S01010,ADANIENSOL,EQUITY,NSE_EQ,ADANIENSOL,Adani Energy Solutions Limited,31-JUL-2015,INE931S01010,10
NSE_EQ|INE423A01024,ADANIENT,EQUITY,NSE_EQ,ADANIENT,Adani Enterprises Limited,04-JUN-1997,INE423A01024,1
NSE_EQ|INE364U01010,ADANIGREEN,EQUITY,NSE_EQ,ADANIGREEN,Adani Green Energy Limited,18-JUN-2018,INE364U01010,10
NSE_EQ|INE742F01042,ADANIPORTS,EQUITY,NSE_EQ,ADANIPORTS,Adani Ports and Special Economic Zone Limited,27-NOV-2007,INE742F01042,2
NSE_EQ|INE814H01011,ADANIPOWER,EQUITY,NSE_EQ,ADANIPOWER,Adani Power Limited,20-AUG-2009,INE814H01011,10
NSE_EQ|INE982B01027,ADFFOODS,EQUITY,NSE_EQ,ADFFOODS,ADF Foods Limited,15-SEP-2010,INE982B01027,2
NSE_EQ|INE0CHO01012,ADL,EQUITY,NSE_EQ,ADL,Archidply Decor Limited,01-OCT-2020,INE0CHO01012,10
NSE_EQ|INE045A01017,ADORWELD,EQUITY,NSE_EQ,ADORWELD,Ador Welding Limited,10-MAY-1995,INE045A01017,10
NSE_EQ|INE737B01033,ADROITINFO,EQUITY,NSE_EQ,ADROITINFO,Adroit Infotech Limited,13-AUG-1997,INE737B01033,10
NSE_EQ|INE102I01027,ADSL,EQUITY,NSE_EQ,ADSL,Allied Digital Services Limited,25-JUL-2007,INE102I01027,5
NSE_EQ|INE199C01026,ADVANIHOTR,EQUITY,NSE_EQ,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,25-JUN-2007,INE199C01026,2
NSE_EQ|INE837H01020,ADVENZYMES,EQUITY,NSE_EQ,ADVENZYMES,Advanced Enzyme Technologies Limited,01-AUG-2016,INE837H01020,2
NSE_EQ|INE208C01025,AEGISCHEM,EQUITY,NSE_EQ,AEGISCHEM,Aegis Logistics Limited,03-APR-1996,INE208C01025,1
NSE_EQ|INE024001021,AEROFLEX,EQUITY,NSE_EQ,AEROFLEX,Aeroflex Industries Limited,31-AUG-2023,INE024001021,2
NSE_EQ|INE0BWX01014,AETHER,EQUITY,NSE_EQ,AETHER,Aether Industries Limited,03-JUN-2022,INE0BWX01014,10
NSE_EQ|INE00WC01027,AFFLE,EQUITY,NSE_EQ,AFFLE,Affle (India) Limited,08-AUG-2019,INE00WC01027,2
NSE_EQ|INE204E01012,AGARIND,EQUITY,NSE_EQ,AGARIND,Agarwal Industrial Corporation Limited,26-MAY-2014,INE204E01012,10
NSE_EQ|INE415A01038,AGI,EQUITY,NSE_EQ,AGI,AGI Greenpac Limited,31-MAY-2000,INE415A01038,2
NSE_EQ|INE449G01018,AGRITECH,EQUITY,NSE_EQ,AGRITECH,Agri-Tech (India) Limited,28-JAN-2014,INE449G01018,10
NSE_EQ|INE740V01019,AGROPHOS,EQUITY,NSE_EQ,AGROPHOS,Agro Phos India Limited,08-MAR-2019,INE740V01019,10
NSE_EQ|INE583L01014,AGSTRA,EQUITY,NSE_EQ,AGSTRA,AGS Transact Technologies Limited,31-JAN-2022,INE583L01014,10
NSE_EQ|INE00ZE01026,AHL,EQUITY,NSE_EQ,AHL,Abans Holdings Limited,23-DEC-2022,INE00ZE01026,2
NSE_EQ|INE00PV01013,AHLADA,EQUITY,NSE_EQ,AHLADA,Ahlada Engineers Limited,28-JAN-2021,INE00PV01013,10
NSE_EQ|INE926K01017,AHLEAST,EQUITY,NSE_EQ,AHLEAST,Asian Hotels (East) Limited,11-AUG-2010,INE926K01017,10
NSE_EQ|INE758C01029,AHLUCONT,EQUITY,NSE_EQ,AHLUCONT,Ahluwalia Contracts (India) Limited,14-DEC-2009,INE758C01029,2
NSE_EQ|INE212H01026,AIAENG,EQUITY,NSE_EQ,AIAENG,AIA Engineering Limited,14-DEC-2005,INE212H01026,2
NSE_EQ|INE206F01022,AIIL,EQUITY,NSE_EQ,AIIL,Authum Investment & Infrastructure Limited,23-APR-2024,INE206F01022,1
NSE_EQ|INE645W01026,AIRAN,EQUITY,NSE_EQ,AIRAN,Airan Limited,03-MAY-2019,INE645W01026,2
NSE_EQ|INE801L01010,AIROLAM,EQUITY,NSE_EQ,AIROLAM,Airo Lam limited,13-OCT-2021,INE801L01010,10
NSE_EQ|INE031B01049,AJANTPHARM,EQUITY,NSE_EQ,AJANTPHARM,Ajanta Pharma Limited,29-MAY-2000,INE031B01049,2
NSE_EQ|INE298G01027,AJMERA,EQUITY,NSE_EQ,AJMERA,Ajmera Realty & Infra India Limited,16-JUN-2009,INE298G01027,10
NSE_EQ|INE820Y01021,AJOONI,EQUITY,NSE_EQ,AJOONI,Ajooni Biotech Limited,07-MAY-2021,INE820Y01021,2
NSE_EQ|INE737W01013,AKASH,EQUITY,NSE_EQ,AKASH,Akash Infra-Projects Limited,11-OCT-2019,INE737W01013,10
NSE_EQ|INE00Y801016,AKG,EQUITY,NSE_EQ,AKG,Akg Exim Limited,16-FEB-2021,INE00Y801016,10
NSE_EQ|INE642Z01026,AKI,EQUITY,NSE_EQ,AKI,AKI India Limited,06-APR-2023,INE642Z01026,2
NSE_EQ|INE256Z01025,AKSHAR,EQUITY,NSE_EQ,AKSHAR,Akshar Spintex Limited,23-MAY-2022,INE256Z01025,1
NSE_EQ|INE542B01011,AKSHARCHEM,EQUITY,NSE_EQ,AKSHARCHEM,AksharChem India Limited,28-MAR-2017,INE542B01011,10
NSE_EQ|INE523B01011,AKSHOPTFBR,EQUITY,NSE_EQ,AKSHOPTFBR,Aksh Optifibre Limited,18-AUG-2000,INE523B01011,5
NSE_EQ|INE133A01011,AKZOINDIA,EQUITY,NSE_EQ,AKZOINDIA,Akzo Nobel India Limited,28-JUN-2001,INE133A01011,10
NSE_EQ|INE914E01040,ALANKIT,EQUITY,NSE_EQ,ALANKIT,Alankit Limited,30-JUN-2015,INE914E01040,1
NSE_EQ|INE155C01010,ALBERTDAVD,EQUITY,NSE_EQ,ALBERTDAVD,Albert David Limited,14-JUN-2016,INE155C01010,10
NSE_EQ|INE426A01027,ALEMBICLTD,EQUITY,NSE_EQ,ALEMBICLTD,Alembic Limited,22-SEP-1999,INE426A01027,2
NSE_EQ|INE062D01024,ALICON,EQUITY,NSE_EQ,ALICON,Alicon Castalloy Limited,29-SEP-2006,INE062D01024,5
NSE_EQ|INE773I01017,ALKALI,EQUITY,NSE_EQ,ALKALI,Alkali Metals Limited,06-NOV-2008,INE773I01017,10
NSE_EQ|INE540L01014,ALKEM,EQUITY,NSE_EQ,ALKEM,Alkem Laboratories Limited,23-DEC-2015,INE540L01014,2
NSE_EQ|INE150B01039,ALKYLAMINE,EQUITY,NSE_EQ,ALKYLAMINE,Alkyl Amines Chemicals Limited,26-NOV-2007,INE150B01039,2
NSE_EQ|INE418H01029,ALLCARGO,EQUITY,NSE_EQ,ALLCARGO,Allcargo Logistics Limited,23-JUN-2006,INE418H01029,2
NSE_EQ|INE835G01018,ALLSEC,EQUITY,NSE_EQ,ALLSEC,Allsec Technologies Limited,09-MAY-2005,INE835G01018,10
NSE_EQ|INE326B01027,ALMONDZ,EQUITY,NSE_EQ,ALMONDZ,Almondz Global Securities Limited,16-JUN-2008,INE326B01027,6
NSE_EQ|INE270A01029,ALOKINDS,EQUITY,NSE_EQ,ALOKINDS,Alok Industries Limited,19-FEB-2020,INE270A01029,1
NSE_EQ|INE385I01010,ALPA,EQUITY,NSE_EQ,ALPA,Alpa Laboratories Limited,06-AUG-2007,INE385I01010,10
NSE_EQ|INE137C01018,ALPHAGEO,EQUITY,NSE_EQ,ALPHAGEO,Alphageo (India) Limited,11-MAY-2007,INE137C01018,10
NSE_EQ|INE093B01015,ALPSINDUS,EQUITY,NSE_EQ,ALPSINDUS,Alps Industries Limited,24-APR-1996,INE093B01015,10
NSE_EQ|INE371P01015,AMBER,EQUITY,NSE_EQ,AMBER,Amber Enterprises India Limited,30-JAN-2018,INE371P01015,10
NSE_EQ|INE540G01014,AMBIKCO,EQUITY,NSE_EQ,AMBIKCO,Ambika Cotton Mills Limited,29-JAN-2008,INE540G01014,10
NSE_EQ|INE079A01024,AMBUJACEM,EQUITY,NSE_EQ,AMBUJACEM,Ambuja Cements Limited,18-FEB-1998,INE079A01024,2
NSE_EQ|INE005I01014,AMDIND,EQUITY,NSE_EQ,AMDIND,AMD Industries Limited,19-MAR-2007,INE005I01014,10
NSE_EQ|INE00FF01017,AMIORG,EQUITY,NSE_EQ,AMIORG,Ami Organics Limited,14-SEP-2021,INE00FF01017,10
NSE_EQ|INE606A01024,AMJLAND,EQUITY,NSE_EQ,AMJLAND,Amj Land Holdings Limited,08-FEB-1995,INE606A01024,2
NSE_EQ|INE275D01022,AMNPLST,EQUITY,NSE_EQ,AMNPLST,Amines & Plasticizers Limited,10-NOV-2023,INE275D01022,2
NSE_EQ|INE098F01031,AMRUTANJAN,EQUITY,NSE_EQ,AMRUTANJAN,Amrutanjan Health Care Limited,02-JAN-2015,INE098F01031,1
NSE_EQ|INE463V01026,ANANDRATHI,EQUITY,NSE_EQ,ANANDRATHI,Anand Rathi Wealth Limited,14-DEC-2021,INE463V01026,5
NSE_EQ|INE242C01024,ANANTRAJ,EQUITY,NSE_EQ,ANANTRAJ,Anant Raj Limited,27-SEP-2006,INE242C01024,2
NSE_EQ|INE435A01028,ANDHRAPAP,EQUITY,NSE_EQ,ANDHRAPAP,ANDHRA PAPER LIMITED,13-MAY-2004,INE435A01028,10
NSE_EQ|INE715B01021,ANDHRSUGAR,EQUITY,NSE_EQ,ANDHRSUGAR,The Andhra Sugars Limited,01-NOV-1995,INE715B01021,2
NSE_EQ|INE732I01013,ANGELONE,EQUITY,NSE_EQ,ANGELONE,Angel One Limited,05-OCT-2020,INE732I01013,10
NSE_EQ|INE087B01017,ANIKINDS,EQUITY,NSE_EQ,ANIKINDS,Anik Industries Limited,21-MAY-2008,INE087B01017,10
NSE_EQ|INE106I01010,ANKITMETAL,EQUITY,NSE_EQ,ANKITMETAL,Ankit Metal & Power Limited,14-MAR-2013,INE106I01010,10
NSE_EQ|INE02AR01019,ANMOL,EQUITY,NSE_EQ,ANMOL,Anmol India Limited,04-JUN-2021,INE02AR01019,10
NSE_EQ|INE414B01021,ANTGRAPHIC,EQUITY,NSE_EQ,ANTGRAPHIC,Antarctica Limited,31-DEC-1997,INE414B01021,1
NSE_EQ|INE294Z01018,ANUP,EQUITY,NSE_EQ,ANUP,The Anup Engineering Limited,01-MAR-2019,INE294Z01018,10
NSE_EQ|INE930P01018,ANURAS,EQUITY,NSE_EQ,ANURAS,Anupam Rasayan India Limited,24-MAR-2021,INE930P01018,10
NSE_EQ|INE930P13013,ANURAS,EQUITY,NSE_EQ,ANURAS,Anupam Rasayan India Limited,24-MAR-2021,INE930P01018,10
NSE_EQ|INE372A01015,APARINDS,EQUITY,NSE_EQ,APARINDS,Apar Industries Limited,12-JUL-2004,INE372A01015,10
NSE_EQ|INE071F01012,APCL,EQUITY,NSE_EQ,APCL,Anjani Portland Cement Limited,10-APR-2017,INE071F01012,10
NSE_EQ|INE116A01032,APCOTEXIND,EQUITY,NSE_EQ,APCOTEXIND,Apcotex Industries Limited,06-SEP-1995,INE116A01032,2
NSE_EQ|INE346W01013,APEX,EQUITY,NSE_EQ,APEX,Apex Frozen Foods Limited,04-SEP-2017,INE346W01013,10
NSE_EQ|INE702C01027,APLAPOLLO,EQUITY,NSE_EQ,APLAPOLLO,APL Apollo Tubes Limited,14-DEC-2011,INE702C01027,2
NSE_EQ|INE901L01018,APLLTD,EQUITY,NSE_EQ,APLLTD,Alembic Pharmaceuticals Limited,20-SEP-2011,INE901L01018,2
NSE_EQ|INE713T01028,APOLLO,EQUITY,NSE_EQ,APOLLO,Apollo Micro Systems Limited,22-JAN-2018,INE713T01028,1
NSE_EQ|INE437A01024,APOLLOHOSP,EQUITY,NSE_EQ,APOLLOHOSP,Apollo Hospitals Enterprise Limited,10-JAN-1996,INE437A01024,5
NSE_EQ|INE126J01016,APOLLOPIPE,EQUITY,NSE_EQ,APOLLOPIPE,Apollo Pipes Limited,11-NOV-2019,INE126J01016,10
NSE_EQ|INE438A01022,APOLLOTYRE,EQUITY,NSE_EQ,APOLLOTYRE,Apollo Tyres Limited,31-MAY-1995,INE438A01022,1
NSE_EQ|INE451F01024,APOLSINHOT,EQUITY,NSE_EQ,APOLSINHOT,Apollo Sindoori Hotels Limited,28-JAN-2015,INE451F01024,5
NSE_EQ|INE266F01018,APTECHT,EQUITY,NSE_EQ,APTECHT,Aptech Limited,27-SEP-2002,INE266F01018,10
NSE_EQ|INE852O01025,APTUS,EQUITY,NSE_EQ,APTUS,Aptus Value Housing Finance India Limited,24-AUG-2021,INE852O01025,2
NSE_EQ|INE877I01016,ARCHIDPLY,EQUITY,NSE_EQ,ARCHIDPLY,Archidply Industries Limited,04-JUL-2008,INE877I01016,10
NSE_EQ|INE731A01020,ARCHIES,EQUITY,NSE_EQ,ARCHIES,Archies Limited,02-SEP-1998,INE731A01020,2
NSE_EQ|INE885A01032,ARE&M,EQUITY,NSE_EQ,ARE&M,Amara Raja Energy & Mobility Limited,05-SEP-2003,INE885A01032,1
NSE_EQ|INE610C01014,ARENTERP,EQUITY,NSE_EQ,ARENTERP,Rajdarshan Industries Limited,18-OCT-1995,INE610C01014,10
NSE_EQ|INE298I01015,ARIES,EQUITY,NSE_EQ,ARIES,Aries Agro Limited,11-JAN-2008,INE298I01015,10
NSE_EQ|INE420B01036,ARIHANTCAP,EQUITY,NSE_EQ,ARIHANTCAP,Arihant Capital Markets Limited,15-JUN-2021,INE420B01036,1
NSE_EQ|INE643K01018,ARIHANTSUP,EQUITY,NSE_EQ,ARIHANTSUP,Arihant Superstructures Limited,28-MAR-2017,INE643K01018,10
NSE_EQ|INE109C01017,ARMANFIN,EQUITY,NSE_EQ,ARMANFIN,Arman Financial Services Limited,14-JUN-2016,INE109C01017,10
NSE_EQ|INE210C01013,AROGRANITE,EQUITY,NSE_EQ,AROGRANITE,Aro Granite Industries Limited,24-APR-2007,INE210C01013,10
NSE_EQ|INE570D01018,ARROWGREEN,EQUITY,NSE_EQ,ARROWGREEN,Arrow Greentech Limited,21-MAY-2015,INE570D01018,10
NSE_EQ|INE968D01022,ARSHIYA,EQUITY,NSE_EQ,ARSHIYA,Arshiya Limited,14-DEC-2009,INE968D01022,2
NSE_EQ|INE025R01021,ARTEMISMED,EQUITY,NSE_EQ,ARTEMISMED,Artemis Medicare Services Limited,23-JAN-2020,INE025R01021,1
NSE_EQ|INE738V01013,ARTNIRMAN,EQUITY,NSE_EQ,ARTNIRMAN,Art Nirman Limited,18-OCT-2021,INE738V01013,10
NSE_EQ|INE006Z01016,ARVEE,EQUITY,NSE_EQ,ARVEE,Arvee Laboratories (India) Limited,22-MAR-2021,INE006Z01016,10
NSE_EQ|INE034A01011,ARVIND,EQUITY,NSE_EQ,ARVIND,Arvind Limited,08-FEB-1995,INE034A01011,10
NSE_EQ|INE955V01021,ARVINDFASN,EQUITY,NSE_EQ,ARVINDFASN,Arvind Fashions Limited,08-MAR-2019,INE955V01021,4
NSE_EQ|INE034S01021,ARVSMART,EQUITY,NSE_EQ,ARVSMART,Arvind SmartSpaces Limited,26-AUG-2015,INE034S01021,10
NSE_EQ|INE439A01020,ASAHIINDIA,EQUITY,NSE_EQ,ASAHIINDIA,Asahi India Glass Limited,18-MAR-1998,INE439A01020,1
NSE_EQ|INE228I01012,ASAHISONG,EQUITY,NSE_EQ,ASAHISONG,Asahi Songwon Colors Limited,29-AUG-2011,INE228I01012,10
NSE_EQ|INE900C01027,ASAL,EQUITY,NSE_EQ,ASAL,Automotive Stampings and Assemblies Limited,12-MAR-2002,INE900C01027,10
NSE_EQ|INE073G01016,ASALCBR,EQUITY,NSE_EQ,ASALCBR,Associated Alcohols & Breweries Ltd.,12-FEB-2020,INE073G01016,10
NSE_EQ|INE348A01023,ASHAPURMIN,EQUITY,NSE_EQ,ASHAPURMIN,Ashapura Minechem Limited,20-SEP-1995,INE348A01023,2
NSE_EQ|INE365D01021,ASHIANA,EQUITY,NSE_EQ,ASHIANA,Ashiana Housing Limited,29-JUN-2011,INE365D01021,2
NSE_EQ|INE440A01010,ASHIMASYN,EQUITY,NSE_EQ,ASHIMASYN,Ashima Limited,27-JUL-1995,INE440A01010,10
NSE_EQ|INE442H01029,ASHOKA,EQUITY,NSE_EQ,ASHOKA,Ashoka Buildcon Limited,14-OCT-2010,INE442H01029,5
NSE_EQ|INE760Y01011,ASHOKAMET,EQUITY,NSE_EQ,ASHOKAMET,Ashoka Metcast Limited,27-JUN-2023,INE760Y01011,10
NSE_EQ|INE208A01029,ASHOKLEY,EQUITY,NSE_EQ,ASHOKLEY,Ashok Leyland Limited,25-MAY-1995,INE208A01029,1
NSE_EQ|INE276G01015,ASIANENE,EQUITY,NSE_EQ,ASIANENE,Asian Energy Services Limited,09-DEC-2021,INE276G01015,10
NSE_EQ|INE363A01022,ASIANHOTNR,EQUITY,NSE_EQ,ASIANHOTNR,Asian Hotels (North) Limited,07-APR-2010,INE363A01022,10
NSE_EQ|INE021A01026,ASIANPAINT,EQUITY,NSE_EQ,ASIANPAINT,Asian Paints Limited,31-MAY-1995,INE021A01026,1
NSE_EQ|INE022I01019,ASIANTILES,EQUITY,NSE_EQ,ASIANTILES,Asian Granito India Limited,23-AUG-2007,INE022I01019,10
NSE_EQ|INE491J01022,ASKAUTOLTD,EQUITY,NSE_EQ,ASKAUTOLTD,ASK Automotive Limited,15-NOV-2023,INE491J01022,2
NSE_EQ|INE855F01042,ASMS,EQUITY,NSE_EQ,ASMS,Bartronics India Limited,09-FEB-2023,INE855F01042,1
NSE_EQ|INE991I01015,ASPINWALL,EQUITY,NSE_EQ,ASPINWALL,Aspinwall and Company Limited,14-JUN-2016,INE991I01015,10
NSE_EQ|INE563J01010,ASTEC,EQUITY,NSE_EQ,ASTEC,Astec LifeSciences Limited,25-NOV-2009,INE563J01010,10
NSE_EQ|INE914M01019,ASTERDM,EQUITY,NSE_EQ,ASTERDM,Aster DM Healthcare Limited,26-FEB-2018,INE914M01019,10
NSE_EQ|INE006I01046,ASTRAL,EQUITY,NSE_EQ,ASTRAL,Astral Limited,20-MAR-2007,INE006I01046,1
NSE_EQ|INE386C01029,ASTRAMICRO,EQUITY,NSE_EQ,ASTRAMICRO,Astra Microwave Products Limited,01-NOV-2004,INE386C01029,2
NSE_EQ|INE203A01020,ASTRAZEN,EQUITY,NSE_EQ,ASTRAZEN,AstraZeneca Pharma India Limited,04-MAY-2001,INE203A01020,2
NSE_EQ|INE646X01014,ASTRON,EQUITY,NSE_EQ,ASTRON,Astron Paper & Board Mill Limited,29-DEC-2017,INE646X01014,10
NSE_EQ|INE0ALR01029,ATALREAL,EQUITY,NSE_EQ,ATALREAL,Atal Realtech Limited,12-MAY-2023,INE0ALR01029,2
NSE_EQ|INE09KD01013,ATAM,EQUITY,NSE_EQ,ATAM,Atam Valves Limited,10-MAY-2023,INE09KD01013,10
NSE_EQ|INE209A01019,ATFL,EQUITY,NSE_EQ,ATFL,Agro Tech Foods Limited,06-DEC-2002,INE209A01019,10
NSE_EQ|INE399L01023,ATGL,EQUITY,NSE_EQ,ATGL,Adani Total Gas Limited,05-NOV-2018,INE399L01023,1
NSE_EQ|INE0NN701020,ATL,EQUITY,NSE_EQ,ATL,Allcargo Terminals Limited,10-AUG-2023,INE0NN701020,2
NSE_EQ|INE285H01022,ATLANTAA,EQUITY,NSE_EQ,ATLANTAA,ATLANTAA LIMITED,25-SEP-2006,INE285H01022,2
NSE_EQ|INE100A01010,ATUL,EQUITY,NSE_EQ,ATUL,Atul Limited,06-MAY-1998,INE100A01010,10
NSE_EQ|INE951D01028,ATULAUTO,EQUITY,NSE_EQ,ATULAUTO,Atul Auto Limited,26-JUN-2013,INE951D01028,5
NSE_EQ|INE949L01017,AUBANK,EQUITY,NSE_EQ,AUBANK,AU Small Finance Bank Limited,10-JUL-2017,INE949L01017,10
NSE_EQ|INE132H01018,AURIONPRO,EQUITY,NSE_EQ,AURIONPRO,Aurionpro Solutions Limited,25-OCT-2005,INE132H01018,10
NSE_EQ|INE406A01037,AUROPHARMA,EQUITY,NSE_EQ,AUROPHARMA,Aurobindo Pharma Limited,19-JUL-2000,INE406A01037,1
NSE_EQ|INE898S01029,AURUM,EQUITY,NSE_EQ,AURUM,Aurum PropTech Limited,19-AUG-2015,INE898S01029,5
NSE_EQ|INE218C01016,AUSOMENT,EQUITY,NSE_EQ,AUSOMENT,Ausom Enterprise Limited,17-APR-1996,INE218C01016,10
NSE_EQ|INE449A01011,AUTOAXLES,EQUITY,NSE_EQ,AUTOAXLES,Automotive Axles Limited,29-MAY-2003,INE449A01011,10
NSE_EQ|INE718H01014,AUTOIND,EQUITY,NSE_EQ,AUTOIND,Autoline Industries Limited,31-JAN-2007,INE718H01014,10
NSE_EQ|INE349W01017,AVADHSUGAR,EQUITY,NSE_EQ,AVADHSUGAR,Avadh Sugar & Energy Limited,28-JUL-2017,INE349W01017,10
NSE_EQ|INE0LCL01028,AVALON,EQUITY,NSE_EQ,AVALON,Avalon Technologies Limited,18-APR-2023,INE0LCL01028,2
NSE_EQ|INE871C01038,AVANTIFEED,EQUITY,NSE_EQ,AVANTIFEED,Avanti Feeds Limited,15-APR-2015,INE871C01038,1
NSE_EQ|INE680Z01018,AVG,EQUITY,NSE_EQ,AVG,AVG Logistics Limited,12-MAY-2023,INE680Z01018,10
NSE_EQ|INE323B01016,AVONMORE,EQUITY,NSE_EQ,AVONMORE,Avonmore Capital & Management Services Limited,04-JAN-2023,INE323B01016,10
NSE_EQ|INE652Z01017,AVROIND,EQUITY,NSE_EQ,AVROIND,AVRO INDIA LIMITED,07-APR-2022,INE652Z01017,10
NSE_EQ|INE488D01021,AVTNPL,EQUITY,NSE_EQ,AVTNPL,AVT Natural Products Limited,10-JAN-2007,INE488D01021,1
NSE_EQ|INE01BK01022,AWHCL,EQUITY,NSE_EQ,AWHCL,Antony Waste Handling Cell Limited,01-JAN-2021,INE01BK01022,5
