upstox_id,instrument_type,exchange,symbol,name_of_company,date_of_listing,isin_number,id,market_cap
NSE_EQ|INE144J01027,EQUITY,NSE_EQ,20MICRONS,20 Microns Limited,2008-10-06,INE144J01027,5e8520a8-c95c-4924-8209-3c3169b5c9d0,0
NSE_EQ|INE253B01015,EQUITY,NSE_EQ,21STCENMGM,21st Century Management Services Limited,1995-05-03,INE253B01015,b9de69a1-1548-495b-a69c-58bd46294878,0
NSE_EQ|INE466L01038,EQUITY,NSE_EQ,360ONE,360 ONE WAM LIMITED,2019-09-19,INE466L01038,e5e47c8c-9d2d-4364-8fe8-2325e2d505c1,0
NSE_EQ|INE748C01038,EQUITY,NSE_EQ,3IINFOLTD,3i Infotech Limited,2021-10-22,INE748C01038,337ff565-9778-4263-8e15-f2cd11f2cca0,0
NSE_EQ|INE470A01017,EQUITY,NSE_EQ,3MINDIA,3M India Limited,2004-08-13,INE470A01017,23943793-e825-47f8-9311-775ae9ba26e3,0
NSE_EQ|INE105C01023,EQUITY,NSE_EQ,3PLAND,3P Land Holdings Limited,1995-07-19,INE105C01023,c80c26a7-a8ee-4093-9aaf-d2fd4a3fc9e0,0
NSE_EQ|INE618L01018,EQUITY,NSE_EQ,5PAISA,5Paisa Capital Limited,2017-11-16,INE618L01018,49ff2be5-cf42-4976-a97f-42dd9ee53a29,0
NSE_EQ|INE111B01023,EQUITY,NSE_EQ,63MOONS,63 moons technologies limited,2005-06-20,INE111B01023,bcd298bf-4500-4c69-84f0-70718d9bcfec,0
NSE_EQ|INE619I01012,EQUITY,NSE_EQ,A2ZINFRA,A2Z Infra Engineering Limited,2010-12-23,INE619I01012,e9f2603c-ddcb-469b-8328-827b6b3cd946,0
NSE_EQ|INE0D0U01013,EQUITY,NSE_EQ,AAATECH,AAA Technologies Limited,2022-11-28,INE0D0U01013,101ab42b-19ec-433a-98d2-15d60836ac9b,0
NSE_EQ|INE883F01010,EQUITY,NSE_EQ,AADHARHFC,Aadhar Housing Finance Limited,2024-05-15,INE883F01010,11751ea3-3c8f-4cbc-8c0a-905ad31890ef,0
NSE_EQ|INE087Z01024,EQUITY,NSE_EQ,AAKASH,Aakash Exploration Services Limited,2020-09-29,INE087Z01024,4005629a-5c3b-4308-82b2-c0127f94f6cf,0
NSE_EQ|INE198H01019,EQUITY,NSE_EQ,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,2021-08-06,INE198H01019,d92086c1-65b9-4fc4-bb52-d4ddbe1960f4,0
NSE_EQ|INE721Z01010,EQUITY,NSE_EQ,AARON,Aaron Industries Limited,2020-11-06,INE721Z01010,6b93da4f-31e9-406f-9072-1624ceebdef1,0
NSE_EQ|INE01C001018,EQUITY,NSE_EQ,AARTECH,Aartech Solonics Limited,2023-07-10,INE01C001018,38eeeef8-3318-483f-89a5-407c19305b23,0
NSE_EQ|INE767A01016,EQUITY,NSE_EQ,AARTIDRUGS,Aarti Drugs Limited,2003-09-19,INE767A01016,bb88382c-dcae-4d48-b444-89d15d7be9fc,0
NSE_EQ|INE769A01020,EQUITY,NSE_EQ,AARTIIND,Aarti Industries Limited,1995-02-08,INE769A01020,db48ccc3-58f5-4381-96c3-df14091ad6c2,0
NSE_EQ|INE0LRU01027,EQUITY,NSE_EQ,AARTIPHARM,Aarti Pharmalabs Limited,2023-01-30,INE0LRU01027,875fc89c-79eb-443b-9e6c-b6f7165dac53,0
NSE_EQ|INE09EO01013,EQUITY,NSE_EQ,AARTISURF,Aarti Surfactants Limited,2020-07-14,INE09EO01013,752aacad-0187-4ffd-875e-8afd95b39d44,0
NSE_EQ|INE09EO04017,EQUITY,NSE_EQ,AARTISURF,Aarti Surfactants Limited,2020-07-14,INE09EO01013,fc5696c8-b5ee-4845-8cb3-ac3de8d6ca4f,0
NSE_EQ|INE273D01019,EQUITY,NSE_EQ,AARVEEDEN,Aarvee Denims & Exports Limited,2006-11-21,INE273D01019,491d4523-62a5-4de6-b0b4-945380c07a8e,0
NSE_EQ|INE754X01016,EQUITY,NSE_EQ,AARVI,Aarvi Encon Limited,2020-06-24,INE754X01016,2d5b8b1e-dbb9-4f90-9b38-dbe83f428543,0
NSE_EQ|INE216P01012,EQUITY,NSE_EQ,AAVAS,Aavas Financiers Limited,2018-10-08,INE216P01012,d1d107ee-b8fa-49bc-a9bf-4d4f3bec0854,0
NSE_EQ|INE421A01028,EQUITY,NSE_EQ,ABAN,Aban Offshore Limited,1995-03-29,INE421A01028,6f1f59cc-e57b-468a-a07e-6b063e57a3c6,0
NSE_EQ|INE117A01022,EQUITY,NSE_EQ,ABB,ABB India Limited,1995-02-08,INE117A01022,df35408d-6f74-4ee5-967b-06e4c528f647,0
NSE_EQ|INE358A01014,EQUITY,NSE_EQ,ABBOTINDIA,Abbott India Limited,2010-01-08,INE358A01014,e63ba6b0-f232-40a6-bf94-b6f6c08b59a6,0
NSE_EQ|INE674K01013,EQUITY,NSE_EQ,ABCAPITAL,Aditya Birla Capital Limited,2017-09-01,INE674K01013,e25addb1-3557-4488-b0cf-4a59d10fd63a,0
NSE_EQ|INE647O01011,EQUITY,NSE_EQ,ABFRL,Aditya Birla Fashion and Retail Limited,2013-07-17,INE647O01011,da98ce03-ef10-4608-a1c1-e4aa21ef3bcd,0
NSE_EQ|INE251C01025,EQUITY,NSE_EQ,ABMINTLLTD,ABM International Limited,2021-09-09,INE251C01025,98d91b21-5c23-4eb7-9acc-432dfc195da9,0
NSE_EQ|INE404A01024,EQUITY,NSE_EQ,ABSLAMC,Aditya Birla Sun Life AMC Limited,2021-10-11,INE404A01024,f14c6b15-5c3e-49d9-9fd2-f0c720d87833,0
NSE_EQ|INE012A01025,EQUITY,NSE_EQ,ACC,ACC Limited,1996-11-20,INE012A01025,d923a59c-6da1-4790-b86f-6832ed9200e1,0
NSE_EQ|INE793A01012,EQUITY,NSE_EQ,ACCELYA,Accelya Solutions India Limited,1999-12-01,INE793A01012,d141b862-88b2-4f86-b71b-78fda4641070,0
NSE_EQ|INE648Z01023,EQUITY,NSE_EQ,ACCURACY,Accuracy Shipping Limited,2020-12-11,INE648Z01023,2a9f18bc-52e0-4693-be89-1ba70f88033b,0
NSE_EQ|INE731H01025,EQUITY,NSE_EQ,ACE,Action Construction Equipment Limited,2006-09-26,INE731H01025,712d8a76-b847-4bae-a32d-c5f392d4372b,0
NSE_EQ|INE543V01017,EQUITY,NSE_EQ,ACEINTEG,Ace Integrated Solutions Limited,2022-11-04,INE543V01017,29ecd21a-18e1-4bf4-8e83-2791022c3522,0
NSE_EQ|INE128X01021,EQUITY,NSE_EQ,ACI,Archean Chemical Industries Limited,2022-11-21,INE128X01021,baa8bc4a-a4de-40c9-a1ff-e02c5c6f20e5,0
NSE_EQ|INE666E01020,EQUITY,NSE_EQ,ACL,Andhra Cements Limited,2023-05-10,INE666E01020,f8240133-32dd-4ad5-8ee4-475b282db6c0,0
NSE_EQ|INE152B01027,EQUITY,NSE_EQ,ACLGATI,Allcargo Gati Limited,2006-10-10,INE152B01027,68f3063f-20b0-4407-b337-23f54f3c6479,0
NSE_EQ|INE931S01010,EQUITY,NSE_EQ,ADANIENSOL,Adani Energy Solutions Limited,2015-07-31,INE931S01010,bb29a33f-9626-4c2f-8110-486630d506e4,0
NSE_EQ|INE423A01024,EQUITY,NSE_EQ,ADANIENT,Adani Enterprises Limited,1997-06-04,INE423A01024,9230272a-148c-434a-9031-e7ff126feed1,0
NSE_EQ|INE364U01010,EQUITY,NSE_EQ,ADANIGREEN,Adani Green Energy Limited,2018-06-18,INE364U01010,0669f23a-6357-4908-af5d-49acc2f3ecb7,0
NSE_EQ|INE742F01042,EQUITY,NSE_EQ,ADANIPORTS,Adani Ports and Special Economic Zone Limited,2007-11-27,INE742F01042,1952e3b7-8467-46be-96f4-e313fca0b5a9,0
NSE_EQ|INE814H01011,EQUITY,NSE_EQ,ADANIPOWER,Adani Power Limited,2009-08-20,INE814H01011,72f89821-5c4f-4e46-97f3-700a9fe91ce2,0
NSE_EQ|INE982B01027,EQUITY,NSE_EQ,ADFFOODS,ADF Foods Limited,2010-09-15,INE982B01027,1acf99e0-5f99-494a-a21a-8b0218e75024,0
NSE_EQ|INE0CHO01012,EQUITY,NSE_EQ,ADL,Archidply Decor Limited,2020-10-01,INE0CHO01012,d3ba7958-7418-4c91-9928-890ea80ca366,0
NSE_EQ|INE045A01017,EQUITY,NSE_EQ,ADORWELD,Ador Welding Limited,1995-05-10,INE045A01017,8894eecf-6803-4370-aaf2-2121e93363e2,0
NSE_EQ|INE737B01033,EQUITY,NSE_EQ,ADROITINFO,Adroit Infotech Limited,1997-08-13,INE737B01033,f30101ee-b240-4407-8b1f-d26a606eaac3,0
NSE_EQ|INE102I01027,EQUITY,NSE_EQ,ADSL,Allied Digital Services Limited,2007-07-25,INE102I01027,129bd00e-6fb6-47c8-b3d6-da837d8b320c,0
NSE_EQ|INE199C01026,EQUITY,NSE_EQ,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,2007-06-25,INE199C01026,36004eb8-c87f-4aec-8dbf-251d73680d22,0
NSE_EQ|INE837H01020,EQUITY,NSE_EQ,ADVENZYMES,Advanced Enzyme Technologies Limited,2016-08-01,INE837H01020,4417a133-93f1-4ee2-b1d4-b1d45ca802ee,0
NSE_EQ|INE208C01025,EQUITY,NSE_EQ,AEGISCHEM,Aegis Logistics Limited,1996-04-03,INE208C01025,57869793-eb68-44ed-bc0f-0735cb55b4fc,0
NSE_EQ|INE024001021,EQUITY,NSE_EQ,AEROFLEX,Aeroflex Industries Limited,2023-08-31,INE024001021,574e814c-82d7-4f56-bad9-fa030e5e604a,0
NSE_EQ|INE0BWX01014,EQUITY,NSE_EQ,AETHER,Aether Industries Limited,2022-06-03,INE0BWX01014,22207462-aec7-43ff-bbd5-0cbf84891320,0
NSE_EQ|INE00WC01027,EQUITY,NSE_EQ,AFFLE,Affle (India) Limited,2019-08-08,INE00WC01027,3da87bf0-d0a6-4293-83f2-8fa4da52aafd,0
NSE_EQ|INE204E01012,EQUITY,NSE_EQ,AGARIND,Agarwal Industrial Corporation Limited,2014-05-26,INE204E01012,ae657d31-4ee3-4250-9cd9-0b31c44c06f3,0
NSE_EQ|INE415A01038,EQUITY,NSE_EQ,AGI,AGI Greenpac Limited,2000-05-31,INE415A01038,fa1eca64-c451-483b-a0ff-fdddb0bae853,0
NSE_EQ|INE449G01018,EQUITY,NSE_EQ,AGRITECH,Agri-Tech (India) Limited,2014-01-28,INE449G01018,906720c2-0324-41f5-967c-bbfb4c906729,0
NSE_EQ|INE740V01019,EQUITY,NSE_EQ,AGROPHOS,Agro Phos India Limited,2019-03-08,INE740V01019,7d77fa9f-d1c8-466d-b249-1409567c07e5,0
NSE_EQ|INE583L01014,EQUITY,NSE_EQ,AGSTRA,AGS Transact Technologies Limited,2022-01-31,INE583L01014,7ceeebfe-c31e-4d3b-88be-f5ba8cb8a704,0
NSE_EQ|INE00ZE01026,EQUITY,NSE_EQ,AHL,Abans Holdings Limited,2022-12-23,INE00ZE01026,61d6ba45-a33e-4625-9821-480147c69c49,0
NSE_EQ|INE00PV01013,EQUITY,NSE_EQ,AHLADA,Ahlada Engineers Limited,2021-01-28,INE00PV01013,0007ba61-d30f-40d6-9aab-85b955c2a4a1,0
NSE_EQ|INE926K01017,EQUITY,NSE_EQ,AHLEAST,Asian Hotels (East) Limited,2010-08-11,INE926K01017,8ae6477c-c2bb-47d3-acb1-5b72eb1fbe8f,0
NSE_EQ|INE758C01029,EQUITY,NSE_EQ,AHLUCONT,Ahluwalia Contracts (India) Limited,2009-12-14,INE758C01029,d5ad9f19-56f8-4a72-ad98-b2d45e23d39a,0
NSE_EQ|INE212H01026,EQUITY,NSE_EQ,AIAENG,AIA Engineering Limited,2005-12-14,INE212H01026,d2f3ce04-3f83-42cb-ac31-efadc4dafd8d,0
NSE_EQ|INE206F01022,EQUITY,NSE_EQ,AIIL,Authum Investment & Infrastructure Limited,2024-04-23,INE206F01022,ed77a8be-081f-4b9e-b21d-b09e9d80f4bc,0
NSE_EQ|INE645W01026,EQUITY,NSE_EQ,AIRAN,Airan Limited,2019-05-03,INE645W01026,1353a485-86ee-4910-a63b-b720f9a4de28,0
NSE_EQ|INE801L01010,EQUITY,NSE_EQ,AIROLAM,Airo Lam limited,2021-10-13,INE801L01010,8417e959-bde5-4346-af2c-e0f8e5373fa5,0
NSE_EQ|INE031B01049,EQUITY,NSE_EQ,AJANTPHARM,Ajanta Pharma Limited,2000-05-29,INE031B01049,bf06169d-c9c6-4f01-9c7a-922f4f71bf0b,0
NSE_EQ|INE298G01027,EQUITY,NSE_EQ,AJMERA,Ajmera Realty & Infra India Limited,2009-06-16,INE298G01027,b00f1cd5-4ddf-491d-82a6-cbc044518553,0
NSE_EQ|INE820Y01021,EQUITY,NSE_EQ,AJOONI,Ajooni Biotech Limited,2021-05-07,INE820Y01021,d9d33c97-1a37-43da-a29e-52d50c9beb43,0
NSE_EQ|INE737W01013,EQUITY,NSE_EQ,AKASH,Akash Infra-Projects Limited,2019-10-11,INE737W01013,92345cb1-4f7a-4a8c-8e9b-8a348b6a49ff,0
NSE_EQ|INE00Y801016,EQUITY,NSE_EQ,AKG,Akg Exim Limited,2021-02-16,INE00Y801016,9cb235f2-b555-43f3-9ff1-d4fb606963c2,0
NSE_EQ|INE642Z01026,EQUITY,NSE_EQ,AKI,AKI India Limited,2023-04-06,INE642Z01026,3b94b404-758f-4b0e-acd8-0d9c31e75cea,0
NSE_EQ|INE256Z01025,EQUITY,NSE_EQ,AKSHAR,Akshar Spintex Limited,2022-05-23,INE256Z01025,23538c6f-6beb-40fa-a7cc-acbb207833fa,0
NSE_EQ|INE542B01011,EQUITY,NSE_EQ,AKSHARCHEM,AksharChem India Limited,2017-03-28,INE542B01011,eeebd99a-9fdc-4b2b-a5be-cc2606c71ac6,0
NSE_EQ|INE523B01011,EQUITY,NSE_EQ,AKSHOPTFBR,Aksh Optifibre Limited,2000-08-18,INE523B01011,b5aa4cc2-4f58-4a55-ba14-f59e47a153cb,0
NSE_EQ|INE133A01011,EQUITY,NSE_EQ,AKZOINDIA,Akzo Nobel India Limited,2001-06-28,INE133A01011,5ccbd5ec-cfb9-479a-a547-8af270f194b2,0
NSE_EQ|INE914E01040,EQUITY,NSE_EQ,ALANKIT,Alankit Limited,2015-06-30,INE914E01040,1f88624f-4bfc-417b-a1ce-53585256ae49,0
NSE_EQ|INE155C01010,EQUITY,NSE_EQ,ALBERTDAVD,Albert David Limited,2016-06-14,INE155C01010,5b5f9441-2aa0-4094-a882-4365da1cafe8,0
NSE_EQ|INE426A01027,EQUITY,NSE_EQ,ALEMBICLTD,Alembic Limited,1999-09-22,INE426A01027,b0b178d6-a73a-4f22-bae0-d9821030b76e,0
NSE_EQ|INE062D01024,EQUITY,NSE_EQ,ALICON,Alicon Castalloy Limited,2006-09-29,INE062D01024,6d0b6386-40de-496e-aba0-6839748b890f,0
NSE_EQ|INE773I01017,EQUITY,NSE_EQ,ALKALI,Alkali Metals Limited,2008-11-06,INE773I01017,b0a558b0-da82-451e-a52c-0989dec6d1f1,0
NSE_EQ|INE540L01014,EQUITY,NSE_EQ,ALKEM,Alkem Laboratories Limited,2015-12-23,INE540L01014,ee409157-4fac-4ad6-b62c-632f8cb4cd00,0
NSE_EQ|INE150B01039,EQUITY,NSE_EQ,ALKYLAMINE,Alkyl Amines Chemicals Limited,2007-11-26,INE150B01039,02c3dd06-1180-4c4d-9b92-57977c3560c9,0
NSE_EQ|INE418H01029,EQUITY,NSE_EQ,ALLCARGO,Allcargo Logistics Limited,2006-06-23,INE418H01029,4bfb7e9e-b3a6-4080-9e93-85ece8f0fcea,0
NSE_EQ|INE835G01018,EQUITY,NSE_EQ,ALLSEC,Allsec Technologies Limited,2005-05-09,INE835G01018,07e48ee3-1150-41d1-a259-0e894d74d2a7,0
NSE_EQ|INE326B01027,EQUITY,NSE_EQ,ALMONDZ,Almondz Global Securities Limited,2008-06-16,INE326B01027,9beb2009-7d36-4d1f-a261-825dceab160a,0
NSE_EQ|INE270A01029,EQUITY,NSE_EQ,ALOKINDS,Alok Industries Limited,2020-02-19,INE270A01029,9953f6b2-67b1-47a9-9613-04b1f5ddfa97,0
NSE_EQ|INE385I01010,EQUITY,NSE_EQ,ALPA,Alpa Laboratories Limited,2007-08-06,INE385I01010,83f1da6a-150a-4fad-930f-bb65b51eaa5a,0
NSE_EQ|INE137C01018,EQUITY,NSE_EQ,ALPHAGEO,Alphageo (India) Limited,2007-05-11,INE137C01018,c6c1cabe-48a2-4408-b72d-758017328c48,0
NSE_EQ|INE093B01015,EQUITY,NSE_EQ,ALPSINDUS,Alps Industries Limited,1996-04-24,INE093B01015,80e1a9e0-9562-4c87-8f88-2df685e0551c,0
NSE_EQ|INE371P01015,EQUITY,NSE_EQ,AMBER,Amber Enterprises India Limited,2018-01-30,INE371P01015,dceb33f4-e49a-4c1f-b376-c564192f6279,0
NSE_EQ|INE540G01014,EQUITY,NSE_EQ,AMBIKCO,Ambika Cotton Mills Limited,2008-01-29,INE540G01014,9827ed63-d3d0-4d02-8347-ae73ed8c8f63,0
NSE_EQ|INE079A01024,EQUITY,NSE_EQ,AMBUJACEM,Ambuja Cements Limited,1998-02-18,INE079A01024,d4341b19-2d93-4969-a7d7-140c26765a22,0
NSE_EQ|INE005I01014,EQUITY,NSE_EQ,AMDIND,AMD Industries Limited,2007-03-19,INE005I01014,7e260714-3e5e-442d-90b6-4fe0ffd44a04,0
NSE_EQ|INE00FF01017,EQUITY,NSE_EQ,AMIORG,Ami Organics Limited,2021-09-14,INE00FF01017,3d4df117-e61c-4543-9f48-d7273cbcf9f0,0
NSE_EQ|INE606A01024,EQUITY,NSE_EQ,AMJLAND,Amj Land Holdings Limited,1995-02-08,INE606A01024,98956b0f-af34-4856-9c21-882aca0c061e,0
NSE_EQ|INE275D01022,EQUITY,NSE_EQ,AMNPLST,Amines & Plasticizers Limited,2023-11-10,INE275D01022,7a4071b7-6216-4db6-b1c7-ebc418fb9ec9,0
NSE_EQ|INE098F01031,EQUITY,NSE_EQ,AMRUTANJAN,Amrutanjan Health Care Limited,2015-01-02,INE098F01031,dee8b1db-101b-4671-b206-a8097d156ec7,0
NSE_EQ|INE463V01026,EQUITY,NSE_EQ,ANANDRATHI,Anand Rathi Wealth Limited,2021-12-14,INE463V01026,c521aa9d-b4fd-421f-befe-fde2537ebb75,0
NSE_EQ|INE242C01024,EQUITY,NSE_EQ,ANANTRAJ,Anant Raj Limited,2006-09-27,INE242C01024,ddb39d4a-5b8b-459c-8e4d-84aaf0b12b6d,0
NSE_EQ|INE435A01028,EQUITY,NSE_EQ,ANDHRAPAP,ANDHRA PAPER LIMITED,2004-05-13,INE435A01028,c9ee5879-7567-47ce-89fc-dadbd369451b,0
NSE_EQ|INE715B01021,EQUITY,NSE_EQ,ANDHRSUGAR,The Andhra Sugars Limited,1995-11-01,INE715B01021,d0562b14-b17e-4b1d-9b6b-51e526ee4d70,0
NSE_EQ|INE732I01013,EQUITY,NSE_EQ,ANGELONE,Angel One Limited,2020-10-05,INE732I01013,d78f85fb-30d3-4c34-8691-7eba443e24c5,0
NSE_EQ|INE087B01017,EQUITY,NSE_EQ,ANIKINDS,Anik Industries Limited,2008-05-21,INE087B01017,db1d1c87-aa9c-48df-9e4c-7174760dbe9d,0
NSE_EQ|INE106I01010,EQUITY,NSE_EQ,ANKITMETAL,Ankit Metal & Power Limited,2013-03-14,INE106I01010,17de0cab-e891-4990-a258-8225c2615353,0
NSE_EQ|INE02AR01019,EQUITY,NSE_EQ,ANMOL,Anmol India Limited,2021-06-04,INE02AR01019,a58e68ec-d752-4faa-a12d-bf7f798aae14,0
NSE_EQ|INE414B01021,EQUITY,NSE_EQ,ANTGRAPHIC,Antarctica Limited,1997-12-31,INE414B01021,cac953b4-6f00-4174-bd00-329f5ad28028,0
NSE_EQ|INE294Z01018,EQUITY,NSE_EQ,ANUP,The Anup Engineering Limited,2019-03-01,INE294Z01018,f3a27ad4-969e-4b61-8e6e-2610d8b0a315,0
NSE_EQ|INE930P01018,EQUITY,NSE_EQ,ANURAS,Anupam Rasayan India Limited,2021-03-24,INE930P01018,db83b53a-37dd-49aa-b324-b73c4c702f76,0
NSE_EQ|INE930P13013,EQUITY,NSE_EQ,ANURAS,Anupam Rasayan India Limited,2021-03-24,INE930P01018,dddaf90a-c886-4194-9853-3e553b56ef58,0
NSE_EQ|INE372A01015,EQUITY,NSE_EQ,APARINDS,Apar Industries Limited,2004-07-12,INE372A01015,8ec9c596-da28-4273-bd8f-89a489ee1591,0
NSE_EQ|INE071F01012,EQUITY,NSE_EQ,APCL,Anjani Portland Cement Limited,2017-04-10,INE071F01012,ad77b7ac-c150-4213-abba-1e6378be7ddb,0
NSE_EQ|INE116A01032,EQUITY,NSE_EQ,APCOTEXIND,Apcotex Industries Limited,1995-09-06,INE116A01032,ac55fb9e-4780-4365-ac6b-432615276d5a,0
NSE_EQ|INE346W01013,EQUITY,NSE_EQ,APEX,Apex Frozen Foods Limited,2017-09-04,INE346W01013,af7f5bbd-9c70-49a2-b479-2289b686af3f,0
NSE_EQ|INE702C01027,EQUITY,NSE_EQ,APLAPOLLO,APL Apollo Tubes Limited,2011-12-14,INE702C01027,82c5124b-11ac-4a03-b847-ea92f2ad75b2,0
NSE_EQ|INE901L01018,EQUITY,NSE_EQ,APLLTD,Alembic Pharmaceuticals Limited,2011-09-20,INE901L01018,73ec48bc-2497-49f0-a267-1055947afaf1,0
NSE_EQ|INE713T01028,EQUITY,NSE_EQ,APOLLO,Apollo Micro Systems Limited,2018-01-22,INE713T01028,f5df8053-0c7e-485f-a9dc-41fd848a8337,0
NSE_EQ|INE437A01024,EQUITY,NSE_EQ,APOLLOHOSP,Apollo Hospitals Enterprise Limited,1996-01-10,INE437A01024,037fbc42-3482-469d-bd58-3abd4dbe294a,0
NSE_EQ|INE126J01016,EQUITY,NSE_EQ,APOLLOPIPE,Apollo Pipes Limited,2019-11-11,INE126J01016,f695bdc4-1b6f-4afc-9bdc-230ede76eccd,0
NSE_EQ|INE438A01022,EQUITY,NSE_EQ,APOLLOTYRE,Apollo Tyres Limited,1995-05-31,INE438A01022,019413b9-5cf6-42d6-842b-94c9133c62b3,0
NSE_EQ|INE451F01024,EQUITY,NSE_EQ,APOLSINHOT,Apollo Sindoori Hotels Limited,2015-01-28,INE451F01024,f78cb04b-3058-4f53-be0a-5580458c2a47,0
NSE_EQ|INE266F01018,EQUITY,NSE_EQ,APTECHT,Aptech Limited,2002-09-27,INE266F01018,4c270019-4853-48b6-9d8b-4a5233a44e42,0
NSE_EQ|INE852O01025,EQUITY,NSE_EQ,APTUS,Aptus Value Housing Finance India Limited,2021-08-24,INE852O01025,3798c1c1-1337-4def-b8b5-8d8574209410,0
NSE_EQ|INE877I01016,EQUITY,NSE_EQ,ARCHIDPLY,Archidply Industries Limited,2008-07-04,INE877I01016,fb69dcca-a14a-473a-9577-0ae00f5d6b9c,0
NSE_EQ|INE731A01020,EQUITY,NSE_EQ,ARCHIES,Archies Limited,1998-09-02,INE731A01020,ca7e8324-fc1f-4140-9ee7-c3b90b4060a3,0
NSE_EQ|INE885A01032,EQUITY,NSE_EQ,ARE&M,Amara Raja Energy & Mobility Limited,2003-09-05,INE885A01032,1b343d07-43b9-4236-8555-33834ed98daf,0
NSE_EQ|INE610C01014,EQUITY,NSE_EQ,ARENTERP,Rajdarshan Industries Limited,1995-10-18,INE610C01014,234e1a59-f502-4632-92a5-6b6061b03a90,0
NSE_EQ|INE298I01015,EQUITY,NSE_EQ,ARIES,Aries Agro Limited,2008-01-11,INE298I01015,16a3ae24-fd1f-4ad9-9d05-fffb2e270f2d,0
NSE_EQ|INE420B01036,EQUITY,NSE_EQ,ARIHANTCAP,Arihant Capital Markets Limited,2021-06-15,INE420B01036,dc2e35f4-54f9-4b86-a7b6-49fc3acb8a36,0
NSE_EQ|INE643K01018,EQUITY,NSE_EQ,ARIHANTSUP,Arihant Superstructures Limited,2017-03-28,INE643K01018,8e74a933-33bd-430e-a8ab-7a0439980820,0
NSE_EQ|INE109C01017,EQUITY,NSE_EQ,ARMANFIN,Arman Financial Services Limited,2016-06-14,INE109C01017,85663f14-d1d7-40af-a9da-f21dc70ee3ab,0
NSE_EQ|INE210C01013,EQUITY,NSE_EQ,AROGRANITE,Aro Granite Industries Limited,2007-04-24,INE210C01013,e6608c7a-b903-4d3f-87aa-7789e3dfe4bf,0
NSE_EQ|INE570D01018,EQUITY,NSE_EQ,ARROWGREEN,Arrow Greentech Limited,2015-05-21,INE570D01018,4a95a54f-8572-4b4c-8c0f-97745387a53b,0
NSE_EQ|INE968D01022,EQUITY,NSE_EQ,ARSHIYA,Arshiya Limited,2009-12-14,INE968D01022,d8e9f4e9-4a45-4d0c-ac9a-9fd8cd7da304,0
NSE_EQ|INE025R01021,EQUITY,NSE_EQ,ARTEMISMED,Artemis Medicare Services Limited,2020-01-23,INE025R01021,c8973805-d967-41fc-ac4b-0b2c30142260,0
NSE_EQ|INE738V01013,EQUITY,NSE_EQ,ARTNIRMAN,Art Nirman Limited,2021-10-18,INE738V01013,5d75ea07-9c47-465c-8c21-f89a078b79d4,0
NSE_EQ|INE006Z01016,EQUITY,NSE_EQ,ARVEE,Arvee Laboratories (India) Limited,2021-03-22,INE006Z01016,59b16633-7723-4724-8096-a99f75414583,0
NSE_EQ|INE034A01011,EQUITY,NSE_EQ,ARVIND,Arvind Limited,1995-02-08,INE034A01011,564befbd-781b-44e4-9e80-ef45caa3dd4b,0
NSE_EQ|INE955V01021,EQUITY,NSE_EQ,ARVINDFASN,Arvind Fashions Limited,2019-03-08,INE955V01021,1f2ac7df-766f-446d-a3b1-b34a2851c9d6,0
NSE_EQ|INE034S01021,EQUITY,NSE_EQ,ARVSMART,Arvind SmartSpaces Limited,2015-08-26,INE034S01021,f4c37601-8eaa-431c-943b-14a31e0fd6ca,0
NSE_EQ|INE439A01020,EQUITY,NSE_EQ,ASAHIINDIA,Asahi India Glass Limited,1998-03-18,INE439A01020,8d228e51-842c-48b7-94b4-9eddf2db524f,0
NSE_EQ|INE228I01012,EQUITY,NSE_EQ,ASAHISONG,Asahi Songwon Colors Limited,2011-08-29,INE228I01012,495f04e5-bfb7-4222-bdb0-ddef587231dc,0
NSE_EQ|INE900C01027,EQUITY,NSE_EQ,ASAL,Automotive Stampings and Assemblies Limited,2002-03-12,INE900C01027,c980ba0e-f259-43cf-82dc-b28c574ccc16,0
NSE_EQ|INE073G01016,EQUITY,NSE_EQ,ASALCBR,Associated Alcohols & Breweries Ltd.,2020-02-12,INE073G01016,81acf243-0ffe-4143-9b11-eeddb5e5fb8a,0
NSE_EQ|INE348A01023,EQUITY,NSE_EQ,ASHAPURMIN,Ashapura Minechem Limited,1995-09-20,INE348A01023,f3f5f764-d887-437f-a70f-24b81f44f953,0
NSE_EQ|INE365D01021,EQUITY,NSE_EQ,ASHIANA,Ashiana Housing Limited,2011-06-29,INE365D01021,4403b92f-2930-4f51-806a-572b90bcb002,0
NSE_EQ|INE440A01010,EQUITY,NSE_EQ,ASHIMASYN,Ashima Limited,1995-07-27,INE440A01010,0cf2aab3-4fde-4afd-bd91-fa6b2be4748f,0
NSE_EQ|INE442H01029,EQUITY,NSE_EQ,ASHOKA,Ashoka Buildcon Limited,2010-10-14,INE442H01029,1839f3a4-46d3-4250-befd-ba8ffb7d5c38,0
NSE_EQ|INE760Y01011,EQUITY,NSE_EQ,ASHOKAMET,Ashoka Metcast Limited,2023-06-27,INE760Y01011,cbc86c72-6bf8-4f13-9897-1393c152b5a3,0
